Length	GCpercent	ACAUACU	ACAUAC	ACAUA	ACAU	ACA	GCGCGG	GCGCG	GCGC	Type
22	0.3181818181818182	0	0	0	0	0	0	0	0	3pUTR
88	0.6136363636363636	0	0	0	0	0	0	0	0	3pUTR
245	0.39183673469387753	0	0	0	0	3	0	0	0	3pUTR
444	0.44594594594594594	0	0	0	1	6	0	0	0	3pUTR
330	0.4090909090909091	0	0	0	5	11	0	0	0	3pUTR
132	0.45454545454545453	0	0	0	0	1	0	0	0	3pUTR
123	0.4634146341463415	0	0	1	1	5	0	0	0	3pUTR
47	0.44680851063829785	0	0	0	0	3	0	0	0	3pUTR
175	0.4342857142857143	0	0	0	0	1	0	0	0	3pUTR
122	0.5655737704918032	0	0	0	1	3	0	0	0	3pUTR
227	0.2555066079295154	0	0	0	2	5	0	0	0	3pUTR
211	0.25118483412322273	0	0	0	2	4	0	0	0	3pUTR
2	0.0	0	0	0	0	0	0	0	0	3pUTR
121	0.512396694214876	0	0	0	0	2	0	0	0	3pUTR
66	0.5757575757575758	0	0	0	0	0	0	0	0	3pUTR
66	0.5757575757575758	0	0	0	0	0	0	0	0	3pUTR
56	0.4642857142857143	0	0	0	1	2	0	0	0	3pUTR
232	0.4482758620689655	0	0	0	1	2	1	1	1	3pUTR
162	0.47530864197530864	0	0	1	1	2	0	0	0	3pUTR
44	0.5227272727272727	0	0	0	0	3	0	0	0	3pUTR
1191	0.5180520570948782	0	0	0	0	8	0	0	1	3pUTR
109	0.6146788990825688	0	0	0	0	0	0	0	0	3pUTR
301	0.6478405315614618	0	0	0	0	3	0	0	0	3pUTR
367	0.5258855585831063	0	0	0	1	3	0	0	2	3pUTR
40	0.15	0	0	0	1	1	0	0	0	3pUTR
173	0.5953757225433526	0	0	0	0	1	0	0	1	3pUTR
377	0.5649867374005305	0	0	0	0	4	0	0	1	3pUTR
302	0.5860927152317881	0	0	0	1	4	0	0	0	3pUTR
15	0.6	0	0	0	0	0	0	0	0	3pUTR
119	0.5882352941176471	0	0	0	0	3	0	0	0	3pUTR
69	0.4927536231884058	0	0	0	0	2	0	0	0	3pUTR
91	0.6593406593406593	0	0	0	0	1	0	0	0	3pUTR
556	0.37589928057553956	0	1	1	1	8	0	0	0	3pUTR
281	0.3701067615658363	0	0	1	1	3	0	0	0	3pUTR
120	0.44166666666666665	0	0	1	1	2	0	0	0	3pUTR
1133	0.6107678729037952	0	0	0	2	16	0	0	3	3pUTR
31	0.45161290322580644	0	0	0	1	2	0	0	0	3pUTR
98	0.5204081632653061	0	0	0	0	0	0	0	0	3pUTR
416	0.5841346153846154	0	0	0	1	9	0	0	0	3pUTR
117	0.5811965811965812	0	0	0	0	2	0	0	0	3pUTR
135	0.37037037037037035	0	0	1	1	5	0	0	0	3pUTR
143	0.6013986013986014	0	0	0	0	4	0	0	0	3pUTR
418	0.41148325358851673	0	0	1	2	6	0	0	0	3pUTR
327	0.3058103975535168	0	0	3	7	9	0	0	0	3pUTR
105	0.5238095238095238	0	0	1	1	2	0	0	0	3pUTR
91	0.5274725274725275	0	0	1	1	1	0	0	0	3pUTR
179	0.2905027932960894	0	0	2	4	5	0	0	0	3pUTR
15	0.4	0	0	0	0	0	0	0	0	3pUTR
89	0.33707865168539325	0	0	0	0	0	0	0	0	3pUTR
8	0.375	0	0	0	0	0	0	0	0	3pUTR
45	0.24444444444444444	0	0	0	1	1	0	0	0	3pUTR
155	0.432258064516129	0	0	0	2	3	0	0	0	3pUTR
214	0.40186915887850466	0	0	0	2	4	0	0	0	3pUTR
123	0.34959349593495936	0	0	0	0	5	0	0	0	3pUTR
55	0.34545454545454546	0	0	0	0	1	0	0	0	3pUTR
875	0.5028571428571429	0	0	0	1	14	0	0	1	3pUTR
114	0.3333333333333333	0	0	0	0	1	0	0	0	3pUTR
66	0.3787878787878788	0	0	0	0	3	0	0	0	3pUTR
94	0.32978723404255317	0	0	0	0	3	0	0	0	3pUTR
85	0.5764705882352941	0	0	0	0	1	0	0	0	3pUTR
139	0.5323741007194245	0	0	0	0	1	0	0	0	3pUTR
12	0.08333333333333333	0	0	0	0	0	0	0	0	3pUTR
638	0.4780564263322884	0	0	1	2	11	0	0	0	3pUTR
65	0.36923076923076925	0	0	0	0	2	0	0	0	3pUTR
40	0.3	0	0	0	0	1	0	0	0	3pUTR
48	0.2916666666666667	0	0	0	0	1	0	0	0	3pUTR
248	0.5	0	0	0	0	5	0	0	0	3pUTR
240	0.3958333333333333	0	0	1	3	9	0	0	0	3pUTR
441	0.36507936507936506	0	0	1	3	11	0	0	1	3pUTR
775	0.40516129032258064	0	0	2	7	19	0	0	0	3pUTR
1674	0.3870967741935484	1	1	2	11	31	0	0	0	3pUTR
66	0.5	0	0	0	0	0	0	0	0	3pUTR
3	0.0	0	0	0	0	0	0	0	0	3pUTR
40	0.6	0	0	0	0	0	0	0	0	3pUTR
52	0.46153846153846156	0	0	0	0	1	0	0	0	3pUTR
30	0.5666666666666667	0	0	0	0	1	0	0	0	3pUTR
41	0.2926829268292683	0	0	0	0	2	0	0	0	3pUTR
81	0.2839506172839506	0	0	0	1	2	0	0	0	3pUTR
15	0.5333333333333333	0	0	0	0	0	0	0	0	3pUTR
15	0.5333333333333333	0	0	0	0	0	0	0	0	3pUTR
3	0.6666666666666666	0	0	0	0	0	0	0	0	3pUTR
196	0.3469387755102041	0	0	0	0	2	0	0	0	3pUTR
223	0.30493273542600896	0	0	0	0	0	0	0	0	3pUTR
157	0.40764331210191085	0	0	0	0	0	0	0	0	3pUTR
195	0.4564102564102564	0	0	0	0	2	0	0	0	3pUTR
191	0.5916230366492147	0	0	0	0	1	0	0	0	3pUTR
142	0.5704225352112676	0	0	0	0	3	0	0	1	3pUTR
80	0.6	0	0	0	1	2	0	0	0	3pUTR
78	0.5512820512820513	0	0	0	1	1	0	0	0	3pUTR
157	0.6114649681528662	0	0	0	0	3	0	0	1	3pUTR
1339	0.43091859596713966	0	1	3	7	27	0	0	3	3pUTR
14	0.5714285714285714	0	0	0	0	0	0	0	0	3pUTR
631	0.4041204437400951	0	0	0	2	15	0	0	0	3pUTR
92	0.4782608695652174	0	0	0	1	3	0	0	0	3pUTR
98	0.6530612244897959	0	0	0	0	1	0	0	0	3pUTR
104	0.6442307692307693	0	0	0	0	1	0	0	1	3pUTR
116	0.5948275862068966	0	0	0	0	2	0	0	0	3pUTR
559	0.5223613595706619	0	0	0	2	10	0	0	0	3pUTR
82	0.3048780487804878	0	0	0	0	3	0	0	0	3pUTR
93	0.27956989247311825	0	0	0	0	1	0	0	0	3pUTR
41	0.7317073170731707	0	0	0	0	0	0	0	0	3pUTR
546	0.43772893772893773	0	0	0	2	5	0	0	0	3pUTR
721	0.47295423023578365	0	0	1	6	14	0	0	1	3pUTR
117	0.5470085470085471	0	0	0	1	3	0	0	0	3pUTR
435	0.5793103448275863	0	0	1	2	5	0	0	0	3pUTR
75	0.64	0	0	0	0	0	0	0	0	3pUTR
116	0.5862068965517241	0	0	0	1	1	0	0	0	3pUTR
236	0.7796610169491526	0	0	0	0	1	0	0	0	3pUTR
135	0.5851851851851851	0	0	0	0	1	0	0	0	3pUTR
228	0.7719298245614035	0	0	0	0	1	0	0	0	3pUTR
1358	0.5154639175257731	1	1	1	5	34	0	0	1	3pUTR
82	0.5365853658536586	0	0	0	1	3	0	0	0	3pUTR
41	0.5365853658536586	0	0	0	1	2	0	0	0	3pUTR
52	0.6153846153846154	0	0	0	0	1	0	0	0	3pUTR
149	0.6375838926174496	0	0	0	0	3	0	0	1	3pUTR
71	0.5070422535211268	0	0	0	0	2	0	0	0	3pUTR
110	0.4636363636363636	0	0	0	1	4	0	0	0	3pUTR
435	0.4436781609195402	0	0	0	2	5	0	0	0	3pUTR
464	0.6314655172413793	0	0	0	2	8	0	0	0	3pUTR
22	0.4090909090909091	0	0	0	1	1	0	0	0	3pUTR
100	0.64	0	0	0	0	0	0	0	1	3pUTR
499	0.5571142284569138	0	0	0	2	6	0	0	0	3pUTR
277	0.296028880866426	0	0	1	1	6	0	0	0	3pUTR
1778	0.4161979752530934	0	0	2	9	42	0	0	0	3pUTR
355	0.27323943661971833	0	0	0	2	6	0	0	0	3pUTR
474	0.5210970464135021	0	0	0	2	4	0	0	0	3pUTR
166	0.3072289156626506	0	0	0	0	2	0	0	0	3pUTR
288	0.2743055555555556	0	0	0	2	6	0	0	0	3pUTR
333	0.30930930930930933	0	0	0	2	6	0	0	0	3pUTR
196	0.5816326530612245	0	0	0	0	1	0	0	0	3pUTR
164	0.6036585365853658	0	0	0	0	1	0	0	0	3pUTR
165	0.6	0	0	0	0	0	0	0	0	3pUTR
148	0.5878378378378378	0	0	0	0	0	0	0	0	3pUTR
38	0.4473684210526316	0	0	0	0	0	0	0	0	3pUTR
154	0.6558441558441559	0	0	0	0	2	0	0	0	3pUTR
94	0.3723404255319149	0	0	0	0	2	0	0	0	3pUTR
44	0.5454545454545454	0	0	0	0	0	0	0	0	3pUTR
19	0.631578947368421	0	0	0	0	0	0	0	0	3pUTR
1278	0.6009389671361502	0	0	0	3	16	0	0	5	3pUTR
139	0.6330935251798561	0	0	0	1	1	0	0	0	3pUTR
631	0.6164817749603804	0	0	0	0	7	0	1	6	3pUTR
545	0.45137614678899085	0	0	1	8	17	0	0	0	3pUTR
88	0.38636363636363635	0	0	0	2	3	0	0	0	3pUTR
516	0.5755813953488372	0	0	0	0	5	0	0	1	3pUTR
24	0.3333333333333333	0	0	0	0	1	0	0	0	3pUTR
637	0.28414442700156983	0	0	0	6	10	0	0	0	3pUTR
137	0.40145985401459855	0	0	0	1	2	0	0	0	3pUTR
1041	0.3448607108549472	0	0	0	2	15	0	0	0	3pUTR
17	0.6470588235294118	0	0	0	0	0	0	0	0	3pUTR
273	0.47985347985347987	0	0	0	2	6	0	0	0	3pUTR
27	0.7037037037037037	0	0	0	0	0	0	0	0	3pUTR
3269	0.4995411440807586	0	0	2	8	46	0	0	2	3pUTR
67	0.3582089552238806	0	0	0	1	1	0	0	0	3pUTR
39	0.5128205128205128	0	0	0	0	0	0	0	0	3pUTR
161	0.40993788819875776	0	0	0	1	2	0	0	0	3pUTR
142	0.5492957746478874	0	0	0	0	2	0	0	0	3pUTR
915	0.3726775956284153	0	0	3	5	15	0	0	0	3pUTR
4093	0.45272416320547276	1	1	6	17	59	0	0	2	3pUTR
113	0.504424778761062	0	0	0	0	0	0	0	0	3pUTR
21	0.47619047619047616	0	0	0	0	0	0	0	0	3pUTR
22	0.45454545454545453	0	0	0	0	0	0	0	0	3pUTR
30	0.43333333333333335	0	0	0	0	0	0	0	0	3pUTR
798	0.2719298245614035	0	1	1	6	16	0	0	0	3pUTR
56	0.19642857142857142	0	0	0	0	0	0	0	0	3pUTR
902	0.2771618625277162	0	1	1	6	18	0	0	0	3pUTR
43	0.5813953488372093	0	0	0	0	1	0	0	0	3pUTR
1846	0.4485373781148429	0	0	0	7	30	0	0	0	3pUTR
43	0.5813953488372093	0	0	0	0	1	0	0	0	3pUTR
1445	0.4124567474048443	2	2	5	9	24	0	0	0	3pUTR
185	0.42702702702702705	0	0	1	2	5	0	0	0	3pUTR
10	0.3	0	0	0	0	0	0	0	0	3pUTR
331	0.3474320241691843	0	0	1	5	7	0	0	0	3pUTR
71	0.43661971830985913	0	0	0	1	1	0	0	0	3pUTR
46	0.5	0	0	0	1	1	0	0	0	3pUTR
71	0.2676056338028169	0	0	0	0	0	0	0	0	3pUTR
326	0.4723926380368098	0	0	0	1	5	0	0	0	3pUTR
1057	0.4096499526963103	1	1	1	5	17	0	0	0	3pUTR
44	0.25	0	0	0	0	0	0	0	0	3pUTR
424	0.29952830188679247	0	0	0	1	4	0	0	0	3pUTR
34	0.38235294117647056	0	0	0	0	1	0	0	0	3pUTR
3	0.3333333333333333	0	0	0	0	0	0	0	0	3pUTR
60	0.5833333333333334	0	0	0	0	0	0	0	0	3pUTR
1	1.0	0	0	0	0	0	0	0	0	3pUTR
3054	0.3199083169613621	0	1	5	26	60	0	0	1	3pUTR
17	0.47058823529411764	0	0	0	1	1	0	0	0	3pUTR
135	0.34814814814814815	0	0	0	0	0	0	0	0	3pUTR
195	0.35384615384615387	0	0	0	0	0	0	0	0	3pUTR
363	0.36639118457300274	0	0	0	2	5	0	0	0	3pUTR
19	0.7368421052631579	0	0	0	0	0	0	0	0	3pUTR
135	0.3851851851851852	0	0	0	2	6	0	0	0	3pUTR
3047	0.31933048900557925	0	1	5	26	59	0	0	1	3pUTR
19	0.7368421052631579	0	0	0	0	0	0	0	0	3pUTR
22	0.4090909090909091	0	0	0	0	1	0	0	0	3pUTR
1867	0.5495447241564007	0	1	2	8	45	0	0	1	3pUTR
873	0.5578465063001146	0	0	0	2	14	0	0	1	3pUTR
57	0.6842105263157895	0	0	0	0	1	0	0	0	3pUTR
69	0.6811594202898551	0	0	0	0	1	0	0	0	3pUTR
602	0.42358803986710963	1	2	2	3	15	0	0	0	3pUTR
12	0.5833333333333334	0	0	0	0	1	0	0	0	3pUTR
3194	0.45366311834690043	0	0	5	11	40	0	1	4	3pUTR
3194	0.45366311834690043	0	0	5	11	40	0	1	4	3pUTR
5070	0.41735700197238657	0	1	3	23	90	0	0	1	3pUTR
5067	0.41740674955595025	0	1	3	23	90	0	0	1	3pUTR
35	0.5142857142857142	0	0	0	0	0	0	0	0	3pUTR
203	0.6551724137931034	0	0	0	0	2	0	0	0	3pUTR
210	0.5333333333333333	0	0	1	2	5	0	0	0	3pUTR
666	0.5075075075075075	0	0	0	0	7	0	0	2	3pUTR
227	0.31277533039647576	0	0	0	2	6	0	0	0	3pUTR
449	0.5634743875278396	0	0	0	1	6	0	0	1	3pUTR
349	0.3037249283667622	0	0	0	2	4	0	0	0	3pUTR
82	0.4146341463414634	0	0	1	1	1	0	0	0	3pUTR
996	0.4046184738955823	0	0	1	7	18	0	0	0	3pUTR
286	0.4020979020979021	0	0	1	1	4	0	0	0	3pUTR
64	0.53125	0	0	0	0	0	0	0	0	3pUTR
5270	0.4132827324478178	0	0	5	25	94	0	0	2	3pUTR
304	0.4934210526315789	0	0	0	2	5	0	0	0	3pUTR
580	0.3310344827586207	0	0	0	3	4	0	0	0	3pUTR
19	0.47368421052631576	0	0	0	0	0	0	0	0	3pUTR
26	0.38461538461538464	0	0	0	0	0	0	0	0	3pUTR
27	0.3333333333333333	0	0	0	1	1	0	0	0	3pUTR
98	0.5612244897959183	0	0	0	1	4	0	0	0	3pUTR
388	0.3917525773195876	0	0	1	2	7	0	0	0	3pUTR
135	0.3333333333333333	0	0	0	1	1	0	0	0	3pUTR
47	0.6170212765957447	0	0	0	0	1	0	0	0	3pUTR
129	0.3643410852713178	0	0	0	1	1	0	0	0	3pUTR
649	0.5469953775038521	0	0	1	2	5	0	0	2	3pUTR
479	0.6075156576200418	0	0	0	1	10	0	0	0	3pUTR
318	0.6163522012578616	0	0	0	0	9	0	0	0	3pUTR
212	0.5566037735849056	0	0	0	1	2	0	0	0	3pUTR
22	0.7727272727272727	0	0	0	0	0	0	0	0	3pUTR
70	0.38571428571428573	0	0	0	1	2	0	0	0	3pUTR
546	0.3131868131868132	0	0	2	5	9	0	0	0	3pUTR
338	0.6597633136094675	0	0	0	0	2	0	0	0	3pUTR
50	0.68	0	0	0	0	1	0	0	0	3pUTR
41	0.6097560975609756	0	0	0	0	0	0	0	0	3pUTR
5	0.8	0	0	0	0	0	0	0	0	3pUTR
47	0.6595744680851063	0	0	0	0	1	0	0	0	3pUTR
494	0.548582995951417	0	0	1	1	17	0	0	1	3pUTR
226	0.4911504424778761	0	0	1	2	6	0	0	0	3pUTR
1645	0.5683890577507599	0	0	0	2	21	0	0	2	3pUTR
34	0.35294117647058826	0	0	0	0	1	0	0	0	3pUTR
95	0.5578947368421052	0	0	0	0	3	0	0	1	3pUTR
57	0.5789473684210527	0	0	0	0	0	0	0	0	3pUTR
163	0.50920245398773	0	0	0	0	2	0	0	0	3pUTR
185	0.5405405405405406	0	0	0	0	2	0	0	2	3pUTR
120	0.36666666666666664	0	0	0	1	4	0	0	0	3pUTR
778	0.36889460154241643	0	0	0	2	9	0	0	1	3pUTR
191	0.41361256544502617	0	0	0	0	5	0	0	0	3pUTR
39	0.48717948717948717	0	0	0	0	1	0	0	0	3pUTR
7	0.5714285714285714	0	0	0	0	0	0	0	0	3pUTR
40	0.625	0	0	0	0	1	0	0	0	3pUTR
79	0.35443037974683544	0	0	0	1	2	0	0	0	3pUTR
2209	0.38252602987777273	0	0	1	14	35	0	0	1	3pUTR
181	0.4861878453038674	0	0	0	2	4	0	0	0	3pUTR
289	0.2906574394463668	0	0	0	2	5	0	0	0	3pUTR
183	0.5191256830601093	0	0	0	1	1	0	0	0	3pUTR
120	0.525	0	0	0	0	0	0	0	0	3pUTR
187	0.44919786096256686	0	0	0	1	2	0	0	0	3pUTR
59	0.576271186440678	0	0	0	0	1	0	0	0	3pUTR
42	0.5952380952380952	0	0	0	1	2	0	0	1	3pUTR
535	0.6280373831775701	0	0	0	1	4	0	0	3	3pUTR
386	0.5984455958549223	0	1	1	1	5	0	0	1	3pUTR
61	0.639344262295082	0	0	1	1	1	0	0	0	3pUTR
16	0.625	0	0	0	0	0	0	0	0	3pUTR
96	0.59375	0	0	0	0	0	0	0	0	3pUTR
52	0.6153846153846154	0	0	0	0	0	0	0	0	3pUTR
57	0.5964912280701754	0	0	0	0	0	0	0	0	3pUTR
543	0.583793738489871	0	0	0	1	11	0	0	0	3pUTR
131	0.46564885496183206	0	0	0	1	2	0	0	0	3pUTR
45	0.6444444444444445	0	0	0	0	0	0	0	0	3pUTR
77	0.42857142857142855	0	0	0	0	0	0	0	0	3pUTR
537	0.5027932960893855	0	0	0	0	4	0	0	1	3pUTR
537	0.5027932960893855	0	0	0	0	4	0	0	1	3pUTR
537	0.5027932960893855	0	0	0	0	4	0	0	1	3pUTR
32	0.28125	0	0	0	0	0	0	0	0	3pUTR
2975	0.32941176470588235	0	0	1	11	53	0	0	1	3pUTR
85	0.3764705882352941	0	0	0	0	1	0	0	0	3pUTR
43	0.37209302325581395	0	0	0	0	0	0	0	0	3pUTR
372	0.31989247311827956	0	1	2	3	10	0	0	0	3pUTR
102	0.5196078431372549	0	0	1	1	3	0	0	0	3pUTR
102	0.5196078431372549	0	0	1	1	3	0	0	0	3pUTR
102	0.5196078431372549	0	0	1	1	3	0	0	0	3pUTR
130	0.45384615384615384	0	0	0	0	1	0	0	0	3pUTR
409	0.4743276283618582	0	0	0	2	7	0	0	0	3pUTR
729	0.4444444444444444	0	0	0	3	13	0	0	0	3pUTR
43	0.4418604651162791	0	0	0	0	1	0	0	0	3pUTR
43	0.4186046511627907	0	0	0	0	0	0	0	0	3pUTR
2381	0.36749265014699706	0	0	1	10	36	0	0	0	3pUTR
13	0.3076923076923077	0	0	0	0	0	0	0	0	3pUTR
77	0.45454545454545453	0	0	0	0	1	0	0	0	3pUTR
243	0.3950617283950617	0	0	0	3	6	0	0	0	3pUTR
1495	0.35183946488294315	0	0	2	11	34	0	0	0	3pUTR
33	0.45454545454545453	0	0	0	0	1	0	0	0	3pUTR
276	0.4057971014492754	0	0	0	0	7	0	0	0	3pUTR
1730	0.3468208092485549	0	0	2	12	36	0	0	0	3pUTR
1742	0.34615384615384615	0	0	2	12	36	0	0	0	3pUTR
38	0.5	0	0	0	0	2	0	0	0	3pUTR
90	0.5444444444444444	0	0	0	0	3	0	0	0	3pUTR
38	0.5	0	0	0	0	2	0	0	0	3pUTR
142	0.47183098591549294	0	0	0	1	1	0	0	0	3pUTR
38	0.5	0	0	0	0	2	0	0	0	3pUTR
90	0.5444444444444444	0	0	0	0	3	0	0	0	3pUTR
90	0.5444444444444444	0	0	0	0	3	0	0	0	3pUTR
38	0.5	0	0	0	0	2	0	0	0	3pUTR
50	0.48	0	0	0	0	2	0	0	0	3pUTR
583	0.5986277873070326	0	0	0	1	3	2	2	3	3pUTR
118	0.4152542372881356	0	0	0	0	1	0	0	0	3pUTR
339	0.3274336283185841	0	0	1	3	7	0	0	0	3pUTR
418	0.3229665071770335	1	1	2	4	5	0	0	0	3pUTR
159	0.5660377358490566	0	0	0	0	2	0	0	1	3pUTR
192	0.3333333333333333	0	0	1	1	4	0	0	1	3pUTR
134	0.6865671641791045	0	0	0	0	2	0	0	0	3pUTR
12	0.25	0	0	0	1	1	0	0	0	3pUTR
107	0.42990654205607476	0	0	0	1	5	0	0	1	3pUTR
102	0.5196078431372549	0	0	0	1	2	0	0	0	3pUTR
39	0.358974358974359	0	0	0	0	1	0	0	0	3pUTR
317	0.48580441640378547	0	0	0	0	4	0	0	0	3pUTR
92	0.4782608695652174	0	0	0	0	0	0	0	0	3pUTR
219	0.410958904109589	0	0	0	0	3	0	0	0	3pUTR
168	0.47619047619047616	0	0	0	0	1	0	0	0	3pUTR
66	0.5909090909090909	0	0	0	0	2	0	0	0	3pUTR
176	0.3806818181818182	0	0	0	0	3	0	0	0	3pUTR
468	0.4081196581196581	0	0	0	5	13	0	0	1	3pUTR
27	0.4074074074074074	0	0	0	0	2	0	0	0	3pUTR
3591	0.47396268448900025	0	0	2	15	76	0	0	4	3pUTR
193	0.3471502590673575	0	0	0	0	1	0	0	0	3pUTR
717	0.33751743375174337	0	0	0	6	13	0	0	0	3pUTR
377	0.32625994694960214	0	0	0	3	5	0	0	0	3pUTR
221	0.497737556561086	0	0	0	0	3	0	0	0	3pUTR
274	0.35036496350364965	0	0	1	2	9	0	0	0	3pUTR
4	0.5	0	0	0	0	0	0	0	0	3pUTR
386	0.47150259067357514	1	1	1	1	5	0	0	0	3pUTR
51	0.49019607843137253	0	0	0	1	1	0	0	0	3pUTR
876	0.565068493150685	0	1	1	2	7	0	0	0	3pUTR
108	0.4722222222222222	0	0	0	0	2	0	0	0	3pUTR
243	0.48559670781893005	0	0	0	0	3	0	0	0	3pUTR
72	0.4305555555555556	0	0	0	0	0	0	0	0	3pUTR
166	0.5783132530120482	0	0	0	1	2	0	0	0	3pUTR
96	0.65625	0	0	0	0	1	0	0	0	3pUTR
124	0.3064516129032258	0	0	0	0	3	0	0	0	3pUTR
6634	0.3234850768766958	0	1	10	52	131	0	0	0	3pUTR
140	0.4928571428571429	0	0	0	1	3	0	0	0	3pUTR
55	0.5636363636363636	0	0	0	0	1	0	0	0	3pUTR
1020	0.3284313725490196	1	1	1	4	18	0	0	0	3pUTR
56	0.39285714285714285	0	0	0	0	0	0	0	0	3pUTR
85	0.3764705882352941	0	0	0	0	3	0	0	0	3pUTR
576	0.5295138888888888	0	0	0	0	4	0	0	0	3pUTR
438	0.6575342465753424	0	0	0	1	3	0	0	2	3pUTR
438	0.6575342465753424	0	0	0	1	3	0	0	2	3pUTR
119	0.40336134453781514	0	0	0	1	2	0	0	0	3pUTR
17	0.29411764705882354	0	0	0	0	1	0	0	0	3pUTR
1086	0.34806629834254144	0	0	3	7	16	0	0	0	3pUTR
503	0.30019880715705766	0	0	0	2	7	0	0	0	3pUTR
164	0.36585365853658536	0	0	0	0	3	0	0	0	3pUTR
7	0.42857142857142855	0	0	0	0	0	0	0	0	3pUTR
422	0.4549763033175355	0	0	0	1	7	0	0	0	3pUTR
800	0.41625	0	1	1	4	11	0	0	0	3pUTR
6	0.5	0	0	0	0	0	0	0	0	3pUTR
717	0.41562064156206413	0	1	1	4	11	0	0	0	3pUTR
68	0.45588235294117646	0	0	0	0	0	0	0	0	3pUTR
763	0.399737876802097	1	1	1	5	15	0	0	2	3pUTR
126	0.626984126984127	0	0	0	1	3	0	0	3	3pUTR
509	0.3614931237721022	0	0	0	1	8	0	0	0	3pUTR
561	0.4028520499108734	1	1	1	4	12	0	0	2	3pUTR
109	0.3853211009174312	0	0	0	0	1	0	0	0	3pUTR
6	0.5	0	0	0	0	0	0	0	0	3pUTR
109	0.3853211009174312	0	0	0	0	1	0	0	0	3pUTR
22	0.22727272727272727	0	0	0	0	0	0	0	0	3pUTR
141	0.5106382978723404	0	0	0	0	0	0	0	0	3pUTR
92	0.5760869565217391	0	0	0	0	2	0	0	0	3pUTR
73	0.4246575342465753	0	0	0	1	1	0	0	1	3pUTR
284	0.5633802816901409	0	0	0	0	3	0	0	0	3pUTR
82	0.524390243902439	0	0	0	0	0	0	0	0	3pUTR
335	0.3880597014925373	0	0	0	0	7	0	0	0	3pUTR
501	0.29740518962075846	0	0	0	4	10	0	0	0	3pUTR
626	0.4488817891373802	0	0	0	1	14	0	0	0	3pUTR
5	0.4	0	0	0	0	0	0	0	0	3pUTR
433	0.302540415704388	0	0	0	4	10	0	0	0	3pUTR
423	0.30260047281323876	0	0	0	4	10	0	0	0	3pUTR
110	0.4090909090909091	1	1	1	2	4	0	0	0	3pUTR
405	0.582716049382716	0	0	0	4	5	0	0	0	3pUTR
245	0.5387755102040817	0	0	0	1	5	0	0	0	3pUTR
140	0.4642857142857143	0	0	0	0	2	0	0	0	3pUTR
99	0.494949494949495	0	0	0	0	1	0	0	0	3pUTR
89	0.47191011235955055	0	0	0	1	2	0	0	0	3pUTR
236	0.4533898305084746	0	0	0	1	1	0	0	0	3pUTR
132	0.5378787878787878	0	0	0	0	3	0	0	0	3pUTR
162	0.5185185185185185	0	0	0	0	0	0	0	0	3pUTR
48	0.22916666666666666	0	0	0	1	1	0	0	0	3pUTR
2719	0.42846634792203014	0	0	0	17	45	0	0	0	3pUTR
24	0.6666666666666666	0	0	0	0	0	0	0	0	3pUTR
364	0.4835164835164835	0	0	0	0	5	0	0	0	3pUTR
395	0.5670886075949367	0	0	0	1	4	0	0	0	3pUTR
413	0.5205811138014528	0	0	0	1	5	0	0	1	3pUTR
113	0.4336283185840708	0	0	0	1	4	0	0	0	3pUTR
245	0.4122448979591837	0	0	0	2	5	0	0	0	3pUTR
205	0.6	0	0	0	1	6	0	0	0	3pUTR
122	0.5737704918032787	0	0	0	1	5	0	0	0	3pUTR
103	0.3883495145631068	0	0	0	0	2	0	0	0	3pUTR
1621	0.3763109191856878	0	0	1	7	29	0	0	1	3pUTR
46	0.41304347826086957	0	0	0	1	1	0	0	0	3pUTR
80	0.5	0	0	1	1	2	0	0	0	3pUTR
80	0.5	0	0	1	1	2	0	0	0	3pUTR
36	0.4444444444444444	0	0	0	0	1	0	0	0	3pUTR
104	0.2980769230769231	0	0	1	1	2	0	0	0	3pUTR
93	0.3655913978494624	0	0	0	2	4	0	0	0	3pUTR
114	0.32456140350877194	0	0	0	0	0	0	0	0	3pUTR
64	0.609375	0	0	0	0	0	0	0	0	3pUTR
1494	0.5508701472556894	0	0	1	5	21	1	1	2	3pUTR
64	0.453125	0	0	0	0	0	0	0	0	3pUTR
2642	0.47161241483724453	0	0	3	11	43	0	0	2	3pUTR
96	0.25	0	0	0	0	0	0	0	0	3pUTR
41	0.4146341463414634	0	0	0	0	0	0	0	0	3pUTR
129	0.40310077519379844	0	0	1	1	3	0	0	0	3pUTR
352	0.2784090909090909	0	1	1	3	10	0	0	0	3pUTR
178	0.3258426966292135	0	0	0	0	3	0	0	0	3pUTR
521	0.43761996161228406	1	1	2	5	8	0	0	0	3pUTR
10	0.1	0	0	0	0	0	0	0	0	3pUTR
58	0.3448275862068966	0	0	0	1	3	0	0	0	3pUTR
19	0.47368421052631576	0	0	0	1	1	0	0	0	3pUTR
55	0.34545454545454546	0	0	0	0	0	0	0	0	3pUTR
84	0.5238095238095238	0	0	0	1	2	0	0	0	3pUTR
2086	0.41227229146692235	0	0	2	5	24	0	1	1	3pUTR
45	0.4222222222222222	0	0	0	0	0	0	0	0	3pUTR
361	0.44598337950138506	0	0	0	1	9	0	0	0	3pUTR
26	0.3076923076923077	0	0	0	0	0	0	0	0	3pUTR
640	0.3890625	0	0	0	1	16	0	0	0	3pUTR
487	0.675564681724846	0	0	0	0	3	1	1	4	3pUTR
