Length	GCpercent	ACAUACU	ACAUAC	ACAUA	ACAU	ACA	GCGCGG	GCGCG	GCGC	Type
146	0.4657534246575342	0	0	0	1	3	0	0	0	3pUTR
27	0.4074074074074074	0	0	0	0	0	0	0	0	3pUTR
41	0.43902439024390244	0	0	0	0	0	0	0	0	3pUTR
94	0.6170212765957447	0	0	0	0	1	0	0	1	3pUTR
53	0.6792452830188679	0	0	0	0	0	0	0	0	3pUTR
223	0.48878923766816146	0	0	1	2	4	0	0	1	3pUTR
33	0.696969696969697	0	0	0	0	0	0	0	0	3pUTR
205	0.6390243902439025	0	0	0	0	2	0	0	1	3pUTR
200	0.655	0	0	0	0	2	0	0	1	3pUTR
169	0.33136094674556216	1	1	1	2	4	0	0	0	3pUTR
88	0.36363636363636365	0	0	1	1	2	0	0	0	3pUTR
968	0.4132231404958678	0	1	2	6	15	0	0	0	3pUTR
325	0.3384615384615385	0	0	1	1	6	0	0	0	3pUTR
88	0.36363636363636365	0	0	1	1	2	0	0	0	3pUTR
196	0.6020408163265306	0	0	0	0	3	0	0	1	3pUTR
115	0.5130434782608696	0	0	0	1	4	0	0	0	3pUTR
199	0.4472361809045226	0	0	0	1	4	0	0	0	3pUTR
260	0.5884615384615385	0	0	0	3	4	0	0	0	3pUTR
128	0.421875	0	0	0	1	2	0	0	0	3pUTR
145	0.496551724137931	0	1	1	3	6	0	0	1	3pUTR
22	0.6818181818181818	0	0	0	0	0	0	0	0	3pUTR
173	0.49710982658959535	0	0	0	2	6	0	0	0	3pUTR
59	0.7627118644067796	0	0	0	0	3	0	0	0	3pUTR
1887	0.6465288818229995	0	0	0	2	14	1	1	1	3pUTR
162	0.691358024691358	0	0	0	0	7	0	0	0	3pUTR
94	0.23404255319148937	0	0	0	0	1	0	0	0	3pUTR
48	0.4375	0	0	0	0	0	0	0	0	3pUTR
969	0.38699690402476783	0	0	3	9	26	0	0	0	3pUTR
73	0.4931506849315068	0	0	0	0	0	0	0	0	3pUTR
73	0.4931506849315068	0	0	0	0	0	0	0	0	3pUTR
23	0.5217391304347826	0	0	0	0	0	0	0	0	3pUTR
41	0.1951219512195122	0	0	0	0	0	0	0	0	3pUTR
73	0.4931506849315068	0	0	0	0	0	0	0	0	3pUTR
2111	0.30601610611084795	0	0	4	15	52	0	0	0	3pUTR
163	0.6257668711656442	0	0	0	2	5	0	0	2	3pUTR
145	0.5448275862068965	0	0	0	0	1	0	0	1	3pUTR
156	0.5769230769230769	0	0	0	0	1	0	0	0	3pUTR
37	0.5945945945945946	0	0	0	0	1	0	0	0	3pUTR
37	0.5945945945945946	0	0	0	0	1	0	0	0	3pUTR
125	0.44	0	0	0	1	3	0	0	0	3pUTR
109	0.43119266055045874	0	0	0	0	1	0	0	0	3pUTR
19	0.5789473684210527	0	0	0	0	0	0	0	0	3pUTR
19	0.5789473684210527	0	0	0	0	0	0	0	0	3pUTR
416	0.31009615384615385	0	0	1	4	7	0	0	0	3pUTR
19	0.5789473684210527	0	0	0	0	0	0	0	0	3pUTR
1176	0.35374149659863946	0	0	1	3	15	0	0	0	3pUTR
416	0.31009615384615385	0	0	1	4	7	0	0	0	3pUTR
19	0.5789473684210527	0	0	0	0	0	0	0	0	3pUTR
19	0.5789473684210527	0	0	0	0	0	0	0	0	3pUTR
207	0.48792270531400966	0	0	0	0	3	0	0	0	3pUTR
1030	0.6116504854368932	0	0	0	0	8	0	0	0	3pUTR
137	0.583941605839416	0	0	0	0	2	0	0	0	3pUTR
169	0.5325443786982249	0	0	0	1	6	0	0	0	3pUTR
58	0.6206896551724138	0	0	0	0	0	0	0	0	3pUTR
51	0.47058823529411764	0	0	0	0	1	0	0	0	3pUTR
182	0.29120879120879123	0	0	0	0	1	0	0	0	3pUTR
118	0.2542372881355932	0	0	0	0	1	0	0	0	3pUTR
7	0.5714285714285714	0	0	0	0	0	0	0	0	3pUTR
343	0.60932944606414	0	0	0	0	3	0	1	2	3pUTR
545	0.42385321100917434	0	0	0	1	3	0	0	0	3pUTR
41	0.4634146341463415	0	0	0	0	1	0	0	0	3pUTR
41	0.4634146341463415	0	0	0	0	1	0	0	0	3pUTR
981	0.545361875637105	0	0	0	3	16	0	0	1	3pUTR
101	0.43564356435643564	0	0	0	1	3	0	0	0	3pUTR
101	0.43564356435643564	0	0	0	1	3	0	0	0	3pUTR
29	0.6896551724137931	0	0	0	0	0	0	0	0	3pUTR
739	0.4059539918809202	0	0	1	3	19	0	0	0	3pUTR
740	0.40675675675675677	0	0	1	3	19	0	0	0	3pUTR
742	0.4056603773584906	0	0	1	3	19	0	0	0	3pUTR
69	0.5942028985507246	0	0	0	0	0	0	0	0	3pUTR
512	0.302734375	0	0	0	3	8	0	0	0	3pUTR
40	0.425	0	0	0	0	1	0	0	0	3pUTR
76	0.4342105263157895	0	0	1	1	2	0	0	0	3pUTR
382	0.3089005235602094	0	0	2	3	6	0	0	0	3pUTR
356	0.4157303370786517	0	0	0	1	9	0	0	0	3pUTR
99	0.2222222222222222	0	0	0	1	2	0	0	0	3pUTR
204	0.5833333333333334	0	0	0	0	4	0	0	0	3pUTR
485	0.5422680412371134	0	0	0	1	5	0	0	2	3pUTR
84	0.5119047619047619	0	0	0	0	1	0	0	0	3pUTR
291	0.6048109965635738	0	0	0	1	4	0	0	2	3pUTR
474	0.540084388185654	0	0	0	1	5	0	0	2	3pUTR
84	0.5119047619047619	0	0	0	0	1	0	0	0	3pUTR
84	0.5119047619047619	0	0	0	0	1	0	0	0	3pUTR
324	0.5833333333333334	0	0	0	1	4	0	0	2	3pUTR
463	0.5356371490280778	0	0	0	1	5	0	0	2	3pUTR
492	0.540650406504065	0	0	0	1	5	0	0	2	3pUTR
468	0.5384615384615384	0	0	0	1	5	0	0	2	3pUTR
62	0.43548387096774194	0	0	0	0	1	0	0	0	3pUTR
32	0.5625	0	0	0	0	0	0	0	0	3pUTR
357	0.5546218487394958	0	0	0	1	4	0	0	2	3pUTR
467	0.5331905781584583	0	0	0	1	5	0	0	2	3pUTR
116	0.5	0	0	0	0	1	0	0	0	3pUTR
270	0.3148148148148148	0	0	1	2	5	0	0	0	3pUTR
116	0.3879310344827586	0	0	1	2	3	0	0	0	3pUTR
40	0.525	0	0	0	0	2	0	0	0	3pUTR
67	0.5223880597014925	0	0	0	1	2	0	0	0	3pUTR
665	0.42255639097744363	0	0	0	2	9	0	0	2	3pUTR
301	0.46511627906976744	0	1	1	3	6	0	0	0	3pUTR
20	0.7	0	0	0	0	0	0	0	0	3pUTR
166	0.463855421686747	0	0	0	0	3	0	0	1	3pUTR
93	0.5698924731182796	0	0	0	0	3	0	0	0	3pUTR
68	0.38235294117647056	0	0	0	0	2	0	0	0	3pUTR
648	0.42592592592592593	0	0	0	2	9	0	0	2	3pUTR
1227	0.3561532192339038	0	0	1	9	21	0	0	1	3pUTR
74	0.3783783783783784	0	0	0	0	1	0	0	0	3pUTR
166	0.463855421686747	0	0	0	0	3	0	0	1	3pUTR
648	0.42592592592592593	0	0	0	2	9	0	0	2	3pUTR
665	0.42255639097744363	0	0	0	2	9	0	0	2	3pUTR
648	0.42592592592592593	0	0	0	2	9	0	0	2	3pUTR
166	0.463855421686747	0	0	0	0	3	0	0	1	3pUTR
59	0.4067796610169492	0	0	1	1	1	0	0	0	3pUTR
194	0.6288659793814433	0	0	0	0	1	0	0	0	3pUTR
1	1.0	0	0	0	0	0	0	0	0	3pUTR
11	0.2727272727272727	0	0	0	0	0	0	0	0	3pUTR
182	0.5494505494505495	0	0	0	1	4	0	0	0	3pUTR
162	0.6728395061728395	0	0	0	0	1	0	0	2	3pUTR
93	0.3978494623655914	0	0	0	1	2	0	0	0	3pUTR
302	0.4205298013245033	0	0	0	3	9	0	0	0	3pUTR
224	0.4107142857142857	0	0	0	3	7	0	0	0	3pUTR
91	0.4835164835164835	0	0	0	0	1	0	0	0	3pUTR
22	0.2727272727272727	0	0	0	0	1	0	0	0	3pUTR
518	0.29343629343629346	0	1	2	3	6	0	0	0	3pUTR
22	0.2727272727272727	0	0	0	0	1	0	0	0	3pUTR
4	1.0	0	0	0	0	0	0	0	0	3pUTR
71	0.4225352112676056	0	0	0	3	6	0	0	0	3pUTR
217	0.5852534562211982	0	0	0	0	2	0	0	0	3pUTR
119	0.7058823529411765	0	0	0	0	2	0	0	0	3pUTR
133	0.6240601503759399	0	0	0	0	3	0	0	0	3pUTR
13	0.38461538461538464	0	0	0	0	1	0	0	0	3pUTR
13	0.38461538461538464	0	0	0	0	1	0	0	0	3pUTR
146	0.3835616438356164	0	0	0	0	4	0	0	0	3pUTR
11	0.2727272727272727	0	0	0	0	1	0	0	0	3pUTR
289	0.34256055363321797	0	0	0	0	3	0	0	0	3pUTR
60	0.4	0	0	0	0	1	0	0	0	3pUTR
100	0.47	0	0	0	1	4	0	0	0	3pUTR
198	0.6111111111111112	0	0	0	0	5	0	0	2	3pUTR
136	0.5441176470588235	0	0	0	0	1	0	0	0	3pUTR
10	0.8	0	0	0	0	0	0	0	0	3pUTR
1019	0.31108930323846906	0	0	1	3	13	0	0	1	3pUTR
322	0.3695652173913043	0	0	0	3	8	0	0	0	3pUTR
47	0.48936170212765956	0	0	0	0	2	0	0	0	3pUTR
47	0.48936170212765956	0	0	0	0	2	0	0	0	3pUTR
15	0.6	0	0	0	0	0	0	0	0	3pUTR
15	0.6	0	0	0	0	0	0	0	0	3pUTR
15	0.6	0	0	0	0	0	0	0	0	3pUTR
15	0.6	0	0	0	0	0	0	0	0	3pUTR
15	0.6	0	0	0	0	0	0	0	0	3pUTR
47	0.48936170212765956	0	0	0	0	2	0	0	0	3pUTR
47	0.48936170212765956	0	0	0	0	2	0	0	0	3pUTR
421	0.4251781472684085	0	0	2	3	6	0	0	0	3pUTR
15	0.6	0	0	0	0	0	0	0	0	3pUTR
47	0.48936170212765956	0	0	0	0	2	0	0	0	3pUTR
15	0.6	0	0	0	0	0	0	0	0	3pUTR
15	0.6	0	0	0	0	0	0	0	0	3pUTR
47	0.48936170212765956	0	0	0	0	2	0	0	0	3pUTR
15	0.6	0	0	0	0	0	0	0	0	3pUTR
15	0.6	0	0	0	0	0	0	0	0	3pUTR
15	0.6	0	0	0	0	0	0	0	0	3pUTR
514	0.48638132295719844	0	0	0	2	7	0	0	1	3pUTR
15	0.6	0	0	0	0	0	0	0	0	3pUTR
319	0.5141065830721003	0	0	0	0	3	0	0	1	3pUTR
15	0.6	0	0	0	0	0	0	0	0	3pUTR
15	0.6	0	0	0	0	0	0	0	0	3pUTR
464	0.46551724137931033	0	0	0	2	9	0	0	0	3pUTR
15	0.6	0	0	0	0	0	0	0	0	3pUTR
15	0.6	0	0	0	0	0	0	0	0	3pUTR
15	0.6	0	0	0	0	0	0	0	0	3pUTR
1472	0.43546195652173914	0	0	1	8	28	0	0	0	3pUTR
242	0.3181818181818182	0	0	1	5	7	0	0	0	3pUTR
245	0.2816326530612245	0	0	1	3	9	0	0	0	3pUTR
39	0.4358974358974359	0	0	0	0	1	0	0	0	3pUTR
71	0.49295774647887325	0	0	0	0	0	0	0	0	3pUTR
15	0.4666666666666667	0	0	0	0	0	0	0	0	3pUTR
31	0.4838709677419355	0	0	0	0	2	0	0	0	3pUTR
158	0.5886075949367089	0	0	0	1	1	0	0	0	3pUTR
349	0.5386819484240688	0	0	0	2	3	0	0	0	3pUTR
50	0.26	0	0	0	0	1	0	0	0	3pUTR
479	0.4801670146137787	0	0	0	4	9	0	0	1	3pUTR
116	0.5689655172413793	0	0	0	0	1	0	0	0	3pUTR
14	0.6428571428571429	0	0	0	0	0	0	0	0	3pUTR
793	0.5800756620428752	0	0	0	4	14	0	0	1	3pUTR
54	0.6666666666666666	0	0	0	0	1	0	0	0	3pUTR
79	0.6835443037974683	0	0	0	0	1	0	0	0	3pUTR
71	0.5633802816901409	0	0	0	0	1	0	0	0	3pUTR
210	0.37142857142857144	0	0	0	1	3	0	0	0	3pUTR
716	0.25139664804469275	1	1	3	4	10	0	0	0	3pUTR
288	0.6006944444444444	0	0	0	1	5	0	0	0	3pUTR
113	0.5752212389380531	0	0	0	0	1	0	0	0	3pUTR
40	0.6	0	0	0	0	1	0	1	1	3pUTR
69	0.5652173913043478	0	0	0	2	2	0	0	0	3pUTR
236	0.3855932203389831	0	0	0	1	4	0	0	0	3pUTR
469	0.39658848614072495	0	0	0	2	11	0	0	0	3pUTR
97	0.4536082474226804	0	0	0	1	1	0	0	0	3pUTR
60	0.6666666666666666	0	0	0	0	1	0	0	0	3pUTR
39	0.5384615384615384	0	0	0	0	0	0	0	0	3pUTR
33	0.6060606060606061	0	0	0	0	0	0	0	0	3pUTR
186	0.45698924731182794	0	0	0	2	2	0	0	0	3pUTR
11	0.2727272727272727	0	0	0	0	0	0	0	0	3pUTR
91	0.3956043956043956	0	0	0	0	1	0	0	1	3pUTR
13	0.46153846153846156	0	0	0	0	0	0	0	0	3pUTR
1658	0.32689987937273823	0	0	1	7	34	0	0	0	3pUTR
170	0.5058823529411764	0	0	0	1	1	0	0	0	3pUTR
33	0.48484848484848486	0	0	0	0	0	0	0	0	3pUTR
624	0.38621794871794873	0	0	1	4	19	0	0	1	3pUTR
33	0.3939393939393939	0	0	0	1	2	0	0	0	3pUTR
795	0.43522012578616354	0	0	1	3	15	0	0	1	3pUTR
42	0.40476190476190477	0	0	0	0	0	0	0	0	3pUTR
210	0.4714285714285714	0	0	0	1	2	0	0	0	3pUTR
1415	0.5724381625441696	0	0	0	7	21	0	0	0	3pUTR
642	0.5077881619937694	1	1	1	3	15	0	0	2	3pUTR
36	0.5277777777777778	0	0	0	0	1	0	0	0	3pUTR
70	0.44285714285714284	0	0	0	0	1	0	0	0	3pUTR
115	0.5478260869565217	0	0	0	1	1	0	0	0	3pUTR
915	0.4360655737704918	0	0	1	7	18	0	0	1	3pUTR
62	0.532258064516129	0	0	0	0	1	0	0	0	3pUTR
20	0.55	0	0	0	0	0	0	0	0	3pUTR
201	0.47761194029850745	0	0	0	3	5	0	0	1	3pUTR
156	0.5192307692307693	0	0	0	1	3	0	0	0	3pUTR
1349	0.6397331356560415	0	0	0	1	14	0	1	8	3pUTR
23	0.391304347826087	0	0	0	0	0	0	0	0	3pUTR
121	0.5867768595041323	0	0	0	0	3	0	0	0	3pUTR
129	0.46511627906976744	0	0	0	0	0	0	0	0	3pUTR
62	0.3548387096774194	0	0	0	0	0	0	0	0	3pUTR
213	0.3755868544600939	0	0	0	2	4	0	0	0	3pUTR
675	0.3762962962962963	0	0	1	3	11	0	0	0	3pUTR
252	0.3968253968253968	0	0	0	0	2	0	0	0	3pUTR
155	0.4129032258064516	0	0	0	0	4	0	0	0	3pUTR
614	0.35993485342019543	0	0	1	3	10	0	0	0	3pUTR
145	0.5517241379310345	0	0	0	0	3	0	0	0	3pUTR
76	0.3157894736842105	0	0	0	0	0	0	0	0	3pUTR
185	0.2918918918918919	0	0	0	0	2	0	0	0	3pUTR
105	0.3047619047619048	0	0	0	1	2	0	0	0	3pUTR
199	0.5477386934673367	0	0	0	0	1	0	0	1	3pUTR
701	0.5263908701854494	0	0	0	0	11	0	0	1	3pUTR
365	0.3863013698630137	0	0	0	1	4	0	0	0	3pUTR
203	0.35960591133004927	0	0	0	0	5	0	0	0	3pUTR
101	0.46534653465346537	0	0	0	0	4	0	0	0	3pUTR
17	0.23529411764705882	0	0	0	1	1	0	0	0	3pUTR
180	0.49444444444444446	0	0	0	3	7	0	0	0	3pUTR
402	0.4626865671641791	0	0	0	4	5	0	0	0	3pUTR
138	0.5072463768115942	0	0	0	0	1	0	0	1	3pUTR
107	0.6074766355140186	0	0	0	0	0	0	0	0	3pUTR
529	0.5103969754253308	0	0	0	4	8	0	0	1	3pUTR
121	0.628099173553719	0	0	0	0	3	0	0	0	3pUTR
85	0.5529411764705883	0	0	0	0	1	0	0	0	3pUTR
58	0.3620689655172414	0	0	0	1	1	0	0	0	3pUTR
45	0.5777777777777777	0	0	0	0	0	0	0	0	3pUTR
45	0.5777777777777777	0	0	0	0	0	0	0	0	3pUTR
146	0.3698630136986301	0	0	0	0	2	0	0	0	3pUTR
2922	0.32922655715263516	0	0	3	20	54	0	0	0	3pUTR
495	0.36767676767676766	0	0	0	1	7	0	0	0	3pUTR
94	0.4787234042553192	0	0	0	1	2	0	0	0	3pUTR
14	0.5714285714285714	0	0	0	0	0	0	0	0	3pUTR
40	0.525	0	0	0	0	2	0	0	0	3pUTR
274	0.5218978102189781	0	0	0	1	3	0	0	0	3pUTR
256	0.51953125	0	0	0	1	3	0	0	0	3pUTR
107	0.4672897196261682	0	0	1	1	2	0	0	0	3pUTR
58	0.5344827586206896	0	0	0	0	1	0	0	1	3pUTR
1090	0.481651376146789	0	1	2	9	38	0	0	1	3pUTR
332	0.37349397590361444	0	0	0	1	6	0	0	0	3pUTR
15	0.3333333333333333	0	0	0	0	1	0	0	0	3pUTR
15	0.3333333333333333	0	0	0	0	1	0	0	0	3pUTR
413	0.4261501210653753	0	1	2	3	22	0	0	1	3pUTR
5	0.0	0	0	0	0	0	0	0	0	3pUTR
154	0.35714285714285715	0	0	0	1	3	0	0	0	3pUTR
723	0.27800829875518673	0	0	1	4	10	0	0	0	3pUTR
35	0.4	0	0	0	0	1	0	0	0	3pUTR
58	0.3103448275862069	0	0	1	1	3	0	0	0	3pUTR
132	0.3712121212121212	0	0	1	2	5	0	0	0	3pUTR
114	0.37719298245614036	0	0	0	0	2	0	0	0	3pUTR
2759	0.3664371148967017	0	2	4	15	51	0	0	1	3pUTR
55	0.43636363636363634	0	0	0	0	1	0	0	0	3pUTR
106	0.32075471698113206	0	0	0	1	3	0	0	0	3pUTR
200	0.42	0	1	1	1	7	0	0	0	3pUTR
28	0.6071428571428571	0	0	0	0	0	0	0	0	3pUTR
95	0.43157894736842106	0	0	0	0	1	0	0	0	3pUTR
72	0.2777777777777778	0	0	0	1	1	0	0	0	3pUTR
7	0.42857142857142855	0	0	0	0	0	0	0	0	3pUTR
7	0.42857142857142855	0	0	0	0	0	0	0	0	3pUTR
74	0.6081081081081081	0	0	0	0	0	0	0	0	3pUTR
387	0.5322997416020672	0	0	0	3	4	0	0	0	3pUTR
8	0.625	0	0	0	0	0	0	0	0	3pUTR
2085	0.2892086330935252	0	0	2	11	40	0	0	0	3pUTR
217	0.2350230414746544	0	0	1	2	5	0	0	0	3pUTR
95	0.5578947368421052	0	0	0	0	2	0	0	0	3pUTR
67	0.3880597014925373	0	0	0	0	0	0	0	0	3pUTR
56	0.4642857142857143	0	0	0	0	1	0	0	0	3pUTR
212	0.5424528301886793	0	0	0	1	3	0	0	0	3pUTR
480	0.5645833333333333	0	0	0	2	12	0	1	5	3pUTR
122	0.5081967213114754	0	0	0	1	2	0	0	0	3pUTR
24	0.7083333333333334	0	0	0	0	0	0	0	0	3pUTR
740	0.5621621621621622	0	0	1	4	12	0	0	1	3pUTR
1213	0.427040395713108	0	0	0	2	11	0	0	1	3pUTR
58	0.5517241379310345	0	0	0	0	1	0	0	0	3pUTR
1213	0.427040395713108	0	0	0	2	11	0	0	1	3pUTR
106	0.6132075471698113	0	0	0	0	1	0	0	0	3pUTR
94	0.723404255319149	0	0	0	0	0	2	2	2	3pUTR
208	0.6538461538461539	0	0	0	0	3	0	0	0	3pUTR
94	0.723404255319149	0	0	0	0	0	2	2	2	3pUTR
125	0.28	0	0	0	0	1	0	0	0	3pUTR
309	0.4854368932038835	0	0	0	0	3	0	0	0	3pUTR
7	0.7142857142857143	0	0	0	0	0	0	0	0	3pUTR
10	0.5	0	0	0	0	0	0	0	0	3pUTR
178	0.38202247191011235	0	0	0	1	2	0	0	0	3pUTR
21	0.38095238095238093	0	0	0	0	0	0	0	0	3pUTR
231	0.4155844155844156	0	0	0	0	3	0	0	0	3pUTR
53	0.39622641509433965	0	0	0	1	2	0	0	0	3pUTR
511	0.3522504892367906	0	0	1	4	12	0	0	0	3pUTR
2	0.5	0	0	0	0	0	0	0	0	3pUTR
468	0.3418803418803419	0	0	1	4	11	0	0	0	3pUTR
132	0.36363636363636365	0	0	1	2	4	0	0	0	3pUTR
160	0.3125	0	0	2	3	3	0	0	0	3pUTR
21	0.38095238095238093	0	0	0	0	0	0	0	0	3pUTR
947	0.5364308342133052	0	0	2	4	17	0	0	0	3pUTR
77	0.5064935064935064	0	0	0	0	0	0	0	0	3pUTR
1077	0.48467966573816157	0	0	1	5	22	0	0	2	3pUTR
3882	0.5824317362184441	0	1	1	4	46	0	0	1	3pUTR
88	0.32954545454545453	0	0	1	2	4	0	0	0	3pUTR
939	0.5207667731629393	0	0	0	2	15	0	0	1	3pUTR
399	0.7468671679197995	0	0	0	0	3	1	1	6	3pUTR
50	0.68	0	0	0	0	0	0	0	0	3pUTR
6	1.0	0	0	0	0	0	0	0	0	3pUTR
122	0.6229508196721312	0	0	0	1	1	0	0	0	3pUTR
135	0.5703703703703704	0	0	0	0	2	0	0	0	3pUTR
113	0.4424778761061947	0	0	0	0	2	0	0	0	3pUTR
20	0.1	0	0	0	0	0	0	0	0	3pUTR
75	0.6533333333333333	0	0	0	1	1	0	0	1	3pUTR
1378	0.45573294629898403	0	0	2	7	15	0	0	0	3pUTR
1524	0.32545931758530183	2	2	4	16	29	0	0	1	3pUTR
126	0.29365079365079366	0	0	0	1	1	0	0	0	3pUTR
63	0.6984126984126984	0	0	0	0	0	0	0	0	3pUTR
1	1.0	0	0	0	0	0	0	0	0	3pUTR
39	0.38461538461538464	0	0	0	0	2	0	0	0	3pUTR
282	0.25886524822695034	0	0	1	4	8	0	0	0	3pUTR
1	1.0	0	0	0	0	0	0	0	0	3pUTR
39	0.38461538461538464	0	0	0	0	2	0	0	0	3pUTR
171	0.2807017543859649	0	0	1	3	6	0	0	0	3pUTR
119	0.31932773109243695	0	0	1	3	5	0	0	0	3pUTR
120	0.48333333333333334	0	0	0	1	5	0	0	0	3pUTR
1	1.0	0	0	0	0	0	0	0	0	3pUTR
214	0.2757009345794392	0	0	1	4	7	0	0	0	3pUTR
25	0.28	0	0	0	0	0	0	0	0	3pUTR
269	0.24907063197026022	0	0	1	4	8	0	0	0	3pUTR
124	0.43548387096774194	0	0	0	0	2	0	0	0	3pUTR
141	0.3120567375886525	0	0	0	2	3	0	0	0	3pUTR
42	0.2857142857142857	0	0	0	0	1	0	0	0	3pUTR
124	0.43548387096774194	0	0	0	0	2	0	0	0	3pUTR
86	0.313953488372093	0	0	0	2	2	0	0	0	3pUTR
93	0.4838709677419355	0	0	0	0	1	0	0	0	3pUTR
1134	0.48412698412698413	0	0	1	5	20	0	0	2	3pUTR
77	0.7142857142857143	0	0	0	0	1	0	0	0	3pUTR
2003	0.5511732401397903	0	0	0	7	32	1	2	10	3pUTR
93	0.3763440860215054	0	0	0	1	2	0	0	0	3pUTR
471	0.613588110403397	0	0	0	3	4	0	0	1	3pUTR
170	0.6058823529411764	0	0	0	0	2	0	0	0	3pUTR
165	0.3151515151515151	0	0	0	0	4	0	0	1	3pUTR
85	0.4823529411764706	0	0	0	1	2	0	0	0	3pUTR
601	0.39933444259567386	0	0	2	5	12	0	0	0	3pUTR
86	0.4883720930232558	0	0	0	0	6	0	0	0	3pUTR
601	0.39933444259567386	0	0	2	5	12	0	0	0	3pUTR
601	0.39933444259567386	0	0	2	5	12	0	0	0	3pUTR
273	0.3663003663003663	0	0	0	1	2	0	0	0	3pUTR
85	0.4823529411764706	0	0	0	1	2	0	0	0	3pUTR
266	0.42105263157894735	0	0	1	4	10	0	0	0	3pUTR
86	0.4883720930232558	0	0	0	0	6	0	0	0	3pUTR
419	0.522673031026253	0	0	0	0	5	0	0	0	3pUTR
29	0.41379310344827586	0	0	0	1	4	0	0	0	3pUTR
33	0.3333333333333333	0	0	0	1	2	0	0	0	3pUTR
44	0.4772727272727273	0	0	0	0	2	0	0	0	3pUTR
177	0.423728813559322	0	0	0	0	5	0	0	0	3pUTR
425	0.5223529411764706	0	0	0	2	7	0	0	0	3pUTR
3506	0.36936679977181974	0	1	5	19	73	1	1	1	3pUTR
456	0.48026315789473684	0	0	1	3	6	0	0	0	3pUTR
2910	0.46048109965635736	2	2	3	20	57	0	0	4	3pUTR
76	0.5394736842105263	0	0	0	1	4	0	0	0	3pUTR
257	0.5797665369649806	0	0	0	0	1	0	0	0	3pUTR
1996	0.43687374749499	0	2	2	11	51	0	0	0	3pUTR
753	0.4847277556440903	1	1	1	6	19	0	0	1	3pUTR
2015	0.43821339950372207	0	2	2	11	51	0	0	0	3pUTR
317	0.3186119873817035	1	1	1	2	6	0	0	0	3pUTR
317	0.3186119873817035	1	1	1	2	6	0	0	0	3pUTR
61	0.26229508196721313	0	0	1	1	1	0	0	0	3pUTR
5644	0.3502834868887314	0	1	2	33	101	0	1	1	3pUTR
174	0.6954022988505747	0	0	0	0	2	0	0	0	3pUTR
174	0.6954022988505747	0	0	0	0	2	0	0	0	3pUTR
427	0.6135831381733021	0	0	1	2	6	0	0	1	3pUTR
268	0.4962686567164179	0	0	0	1	5	0	0	1	3pUTR
1187	0.45577085088458297	0	0	0	7	24	0	0	1	3pUTR
268	0.4962686567164179	0	0	0	1	5	0	0	1	3pUTR
268	0.4962686567164179	0	0	0	1	5	0	0	1	3pUTR
58	0.5517241379310345	0	0	0	0	1	0	0	0	3pUTR
58	0.5517241379310345	0	0	0	0	1	0	0	0	3pUTR
268	0.4962686567164179	0	0	0	1	5	0	0	1	3pUTR
7	0.42857142857142855	0	0	0	0	0	0	0	0	3pUTR
605	0.4132231404958678	0	0	1	2	11	0	0	0	3pUTR
153	0.46405228758169936	0	0	0	2	4	0	0	0	3pUTR
33	0.5454545454545454	0	0	0	0	0	0	0	0	3pUTR
130	0.4230769230769231	0	0	0	1	3	0	0	0	3pUTR
148	0.49324324324324326	0	0	0	1	5	0	0	0	3pUTR
238	0.5630252100840336	0	0	0	1	4	0	0	0	3pUTR
317	0.5110410094637224	0	0	0	1	5	0	0	0	3pUTR
80	0.5	0	0	0	0	2	0	0	0	3pUTR
139	0.5827338129496403	0	0	0	0	1	0	0	0	3pUTR
201	0.5124378109452736	0	0	0	1	4	0	0	0	3pUTR
1790	0.5446927374301676	0	0	0	2	13	0	2	3	3pUTR
591	0.5634517766497462	0	0	0	1	7	0	0	1	3pUTR
82	0.5609756097560976	0	0	0	1	1	0	0	0	3pUTR
1318	0.3907435508345979	0	0	1	3	13	0	0	0	3pUTR
1740	0.29482758620689653	0	0	4	12	37	0	0	0	3pUTR
128	0.359375	0	0	0	0	1	0	0	0	3pUTR
32	0.375	0	0	0	0	0	0	0	0	3pUTR
911	0.33260153677277715	0	0	2	5	8	0	0	0	3pUTR
220	0.5818181818181818	0	0	0	1	2	0	0	2	3pUTR
220	0.5818181818181818	0	0	0	1	2	0	0	2	3pUTR
220	0.5818181818181818	0	0	0	1	2	0	0	2	3pUTR
110	0.4636363636363636	0	0	0	0	3	0	0	0	3pUTR
550	0.5290909090909091	0	0	0	4	13	0	0	0	3pUTR
220	0.5818181818181818	0	0	0	1	2	0	0	2	3pUTR
168	0.375	0	0	0	0	5	0	0	0	3pUTR
8	0.625	0	0	0	0	1	0	0	0	3pUTR
1974	0.30749746707193515	1	1	2	11	41	0	0	0	3pUTR
73	0.547945205479452	0	0	0	1	2	0	0	0	3pUTR
344	0.5813953488372093	0	0	0	1	6	0	0	0	3pUTR
1	1.0	0	0	0	0	0	0	0	0	3pUTR
187	0.35294117647058826	1	1	1	1	1	0	0	0	3pUTR
131	0.37404580152671757	0	0	0	0	0	0	0	0	3pUTR
130	0.38461538461538464	0	0	0	0	1	0	0	0	3pUTR
228	0.34210526315789475	0	0	1	3	4	0	0	0	3pUTR
105	0.38095238095238093	0	0	0	0	1	0	0	0	3pUTR
686	0.6180758017492711	0	0	0	0	4	0	0	1	3pUTR
